#==================================
# IVS source Name Translation Table
#==================================
  # File format      : 26/04/2018
  # Date last revised: 27/04/2018
# Columns      Format             Content
#   1          A8                 IVS source name
#                                 Source name used now or in the past in IVS schedules and databases
#   2          A16                J2000 source name long
#                                 ICRF designations following therecommendations of the IAU Task Group on Designations
#   3          A8                 IERS designations source name constructed from B1950 coordinates

0558-396,J060031.4-393702,0558-396
0601-706,                ,0601-706
0558+234,                ,0558+234
0559-276,                ,0559-276
0559-200,                ,0559-200
0558+179,                ,0558+179
0600-000,                ,0600-000
0559+422,J060258.9+421210,0559+422
0600+177,J060309.1+174216,0600+177
0600+063,J060314.3+062227,0600+063
0600+219,J060351.5+215937,0600+219
0600+299,J060355.8+295705,0600+299
0602-317,                ,0602-317
0601-172,J060357.7-171628,0601-172
0602-424,J060425.1-422530,0602-424
0601+203,                ,0601+203
0555+801,                ,0555+801
0600+442,J060435.6+441358,0600+442
0601+242,                ,0601+242
0602+109,J060449.3+105540,0602+109
0601+245,J060455.1+242955,0601+245
0603-353,J060506.4-352217,0603-353
0602+096,J060510.1+093913,0602+096
0601+578,J060542.2+575316,0601+578
0602+405,J060550.8+403008,0602+405
0604-074,J060643.5-072430,0604-074
0604-004,J060657.4-002457,0604-004
0605-247,                ,0605-247
0603+476,J060723.2+473946,0603+476
0605-063,                ,0605-063
0602+673,J060752.6+672055,0602+673
0607-605,                ,0607-605
0605-085,J060759.6-083449,0605-085
0605-153,J060801.5-152036,0605-153
0606-387,J060811.4-384726,0606-387
0605+216,                ,0605+216
0606-272,J060845.2-271710,0606-272
0607-549,                ,0607-549
0606-223,J060859.6-222020,0606-223
0606-025,                ,0606-025
0607-157,J060940.9-154240,0607-157
0608-187,                ,0608-187
0602+780,J061024.2+780136,0602+780
0608-230,J061038.7-230145,0608-230
0604+728,J061048.8+724853,0604+728
0609-295,                ,0609-295
0608+042,                ,0608+042
0609-119,J061135.0-115545,0609-119
0609-284,J061151.3-282759,0609-284
0607+624,J061210.3+622534,0607+624
0610-436,J061228.6-433748,0610-436
0610-316,J061229.6-313858,0610-316
0609+180,                ,0609+180
0609+413,J061251.1+412237,0609+413
0610+171,J061336.3+170824,0610+171
0610+260,J061350.1+260436,0610+260
0611+131,J061357.6+130645,0611+131
0612-255,J061417.2-253653,0612-255
0611+139,                ,0611+139
0609+607,J061423.8+604621,0609+607
0610+510,J061449.1+510213,0610+510
0612+123,                ,0612+123
0611+483,J061504.0+481904,0611+483
0613-312,                ,0613-312
MRK003  ,                ,0609+710
0613-030,J061607.9-030648,0613-030
0613+075,                ,0613+075
0614-349,J061635.9-345616,0614-349
0614-106,J061641.8-104108,0614-106
0614-219,J061702.0-220028,0614-219
0613+570,J061716.9+570116,0613+570
0615-365,J061732.3-363414,0615-365
0615-172,J061733.4-171525,0615-172
0610+782,J061756.9+781607,0610+782
0614+463,J061808.2+462016,0614+463
0614+421,J061808.6+420759,0614+421
0615-142,                ,0615-142
0616-244,                ,0616-244
0621-787,J061830.1-784302,0621-786
NGC2146 ,                ,0610+783
0616-116,J061904.1-114054,0616-116
0616+076,J061909.9+073641,0616+076
0612+755,                ,0612+755
0617+210,J062019.5+210229,0617+210
0618-284,J062029.3-282736,0618-284
0618-252,J062032.1-251517,0618-252
0618-061,                ,0618-061
0614+761,J062118.7+760504,0614+761
0618+201,                ,0618+201
0555+873,                ,0555+873
0620-194,J062228.5-192718,0620-194
0619+220,                ,0619+220
0619+334,J062252.2+332610,0619+334
0620-011,J062257.9-010927,0620-011
0622-645,                ,0622-645
0620+227,J062317.8+224135,0620+227
0618+588,J062321.7+584901,0618+588
0620+385,J062328.9+383049,0620+385
0622-441,J062331.7-441302,0622-441
0620+459,J062356.5+455439,0620+459
0621-010,J062401.6-010328,0621-010
0620+389,J062419.0+385648,0620+389
0621+102,                ,0621+102
0622+099,                ,0622+099
0621+446,J062518.2+444001,0621+446
0622+109,                ,0622+109
0622+147,J062545.9+144019,0622+147
0615+820,J062603.0+820225,0615+820
0624-151,                ,0624-151
0625-354,J062706.7-352915,0625-354
0624-058,                ,0624-058
0618+796,                ,0618+796
0625+034,                ,0625+034
0628-671,J062839.6-671247,0628-671
0626-280,J062843.2-280519,0626-280
0625+286,J062850.3+283550,0625+286
0628-627,J062857.4-624844,0628-627
0627-199,J062923.7-195919,0627-199
0626+155,                ,0626+155
0627-050,J062955.0-050500,0627-050
0615+848,                ,0615+848
0627+176,J063007.2+173812,0627+176
0623+765,                ,0623+765
0623+76A,                ,0623+76A
0627+068,                ,0627+068
0628-133,J063053.9-132334,0628-133
0621+814,                ,0621+814
0628+203,J063101.0+202059,0628+203
0629-418,J063111.9-415426,0629-418
0629-141,J063120.2-141031,0629-141
0627+532,J063134.6+531127,0627+532
0629-128,J063201.6-125032,0629-128
0630-261,J063206.5-261414,0630-261
0623+803,                ,0623+803
0629+104,                ,0629+104
0629+320,J063230.7+320053,0629+320
0629+159,                ,0629+159
0629+160,J063243.1+155957,0629+160
0631-223,J063326.7-222322,0631-223
0630+367,J063334.4+364249,0630+367
0630+497,J063352.2+494345,0630+497
0632-278,                ,0632-278
0632-235,J063459.0-233511,0632-235
0632-183,J063511.0-182126,0632-183
0633-26B,J063519.4-262055,0633-26B
0633-26A,J063520.9-262039,0633-263
0634-584,J063540.8-582710,0634-584
0637-752,J063546.5-751616,0637-752
0633-211,J063600.6-211312,0633-211
0632+502,J063611.0+500959,0632+502
0634-057,J063648.3-054707,0634-057
0634-108,                ,0634-108
0635-296,J063708.8-294238,0635-296
0628+796,                ,0628+796
0633+611,                ,0633+611
0627+814,J063743.3+812527,0627+814
0635-355,                ,0635-355
0634+150,J063751.0+145857,0634+150
0634+334,                ,0634+334
0633+595,J063802.8+593322,0633+595
0635+250,                ,0635+250
0624+842,                ,0624+842
0636-087,                ,0636-087
0636+022,                ,0636+022
0637-337,J063920.9-334600,0637-337
0633+734,J063921.9+732458,0633+734
0637-216,J063928.7-214157,0637-216
0637-128,                ,0637-128
0632+782,                ,0632+782
0639+098,J064145.1+094704,0639+098
0639-032,J064151.1-032048,0639-032
0636+680,J064204.2+675835,0636+680
0603+882,J064206.1+881155,0603+882
0633+805,                ,0633+805
0639+115,J064225.0+112832,0639+115
0638+528,J064227.8+524759,0638+528
0639+244,                ,0639+244
0639+352,J064258.1+350918,0639+352
0641-248,J064307.4-245121,0641-248
0640+074,J064322.0+072452,0640+074
0640+054,                ,0640+054
0640+090,J064326.4+085738,0640+090
0641-135,J064332.3-133549,0641-135
0641-010,                ,0641-010
0641+126,                ,0641+126
0635+803,                ,0635+803
0642-349,J064425.2-345941,0642-349
0644-671,                ,0644-671
0642+083,                ,0642+083
0641+292,J064444.8+291104,0641+292
0641+392,J064453.7+391447,0641+392
3C166   ,J064524.0+212151,0642+214
0637+780,                ,0637+780
0643+057,J064547.2+054122,0643+057
0643-039,                ,0643-039
0638+779,                ,0638+779
0643+307,J064615.2+304123,0643+307
0644-390,J064630.9-390339,0644-390
0642+449,J064632.0+445116,0642+449
0636+823,                ,0636+823
0643+548,                ,0643+548
0645-160,J064729.9-160527,0645-160
0646-398,                ,0646-398
0646-306,J064814.0-304419,0646-306
0646-176,J064828.4-174405,0646-176
0645+209,J064832.7+205308,0645+209
0640+779,                ,0640+779
0644+491,J064847.1+490720,0644+491
0647-475,                ,0647-475
0646+079,                ,0646+079
0647-410,                ,0647-410
0646+002,                ,0646+002
0647-130,                ,0647-130
0648-165,J065024.5-163739,0648-165
0647-018,J065025.6-015222,0647-018
0646+600,J065031.2+600144,0646+600
0648-287,J065032.9-284917,0648-287
0647+040,J065038.1+035808,0647+040
0648-086,J065045.1-084000,0648-086
0646+563,J065048.1+561634,0646+563
0648+027,                ,0648+027
0646+692,                ,0646+692
0649-209,J065158.1-210111,0649-209
0650-063,J065300.5-062532,0650-063
0650+239,                ,0650+239
0650+052,J065327.4+050851,0650+052
0651-194,J065357.8-192939,0651-194
0650+371,J065358.2+370540,0650+371
0650+507,J065422.0+504223,0650+507
0650+453,J065423.7+451423,0650+453
0651+410,J065510.0+410010,0651+410
0648+769,                ,0648+769
0653-242,J065548.7-241620,0653-242
0652+426,                ,0652+426
0653-033,J065611.1-032306,0653-033
0653+322,J065640.8+320932,0653+322
0654+033,                ,0654+033
0654+244,J065705.6+242355,0654+244
0652+577,                ,0652+577
0655+132,                ,0655+132
0656-366,                ,0656-366
0653+694,                ,0653+694
0656-062,J065903.2-062110,0656-062
0656+082,J065917.9+081330,0656+082
0657-276,J065949.9-274518,0657-276
0657+172,J070001.5+170921,0657+172
0700-661,                ,0700-661
0655+696,J070106.6+693629,0655+696
0658-104,                ,0658-104
0700-465,J070134.5-463436,0700-465
0659+268,J070231.7+264411,0659+268
0645+858,J070232.8+854952,0645+858
0700-101,J070235.7-101506,0700-101
0700-286,J070240.4-284150,0700-286
0700-197,J070242.9-195122,0700-197
0658+548,J070246.2+544435,0658+548
0644+861,                ,0644+861
0642+866,                ,0642+866
0700-007,J070319.0-005103,0700-007
0701-130,J070406.2-130722,0701-130
0700+470,J070409.5+470056,0700+470
0701+119,                ,0701+119
0702+400,J070544.5+395832,0702+400
0704-231,                ,0704-231
0705-412,                ,0705-412
0702+612,J070700.6+611011,0702+612
0704+384,                ,0704+384
0705-002,                ,0705-002
0705+025,                ,0705+025
0705-142,J070803.3-142115,0705-142
0705+350,J070824.4+345542,0705+350
0706-042,                ,0706-042
0705+377,J070909.2+373753,0705+377
0706-113,                ,0706-113
0707-299,                ,0707-299
0707-028,J070945.0-025517,0707-028
0709-387,J071043.6-385037,0709-387
0707+424,J071044.3+422055,0707+424
0707+476,J071046.1+473211,0707+476
0708-204,J071046.6-203323,0708-204
0708-139,                ,0708-139
0709+008,                ,0709+008
0709-015,                ,0709-015
0708+506,J071243.6+503322,0708+506
0709+509,J071312.8+505343,0709+509
0710+439,J071338.1+434917,0710+439
0710+196,J071355.6+193500,0710+196
0711+356,J071424.8+353439,0711+356
0708+742,J071436.1+740810,0708+742
0712-037,                ,0712-037
0704+819,                ,0704+819
0715-684,                ,0715-684
0713-092,J071533.3-092154,0713-092
0716-625,                ,0716-625
0714+101,                ,0714+101
0710+767,                ,0710+767
0714+457,J071751.8+453803,0714+457
0713+669,                ,0713+669
0716-181,J071814.1-181304,0716-181
0718-622,                ,0718-622
0712+753,                ,0712+753
0716+332,J071919.4+330709,0716+332
0717-198,                ,0717-198
0717-393,                ,0717-393
0716+450,                ,0716+450
0716+477,J072021.4+473744,0716+477
0718+157,J072102.4+154042,0718+157
0718-154,J072113.4-153041,0718-154
0719-271,                ,0719-271
0718+042,J072123.9+040644,0718+042
0714+779,                ,0714+779
0719-353,                ,0719-353
0716+714,J072153.4+712036,0716+714
0718+374,J072201.2+372228,0718+374
0720-305,J072227.6-303804,0720-305
0721-071,J072417.2-071520,0721-071
0722-063,                ,0722-063
0722-068,                ,0722-068
0722+032,J072448.4+030825,0722+032
0722+145,J072516.8+142513,0722+145
0723-265,J072524.4-264032,0723-265
0723-189,J072550.1-190419,0723-189
0722+284,                ,0722+284
0723-008,J072550.6-005456,0723-008
0722+393,                ,0722+393
0718+793,J072611.7+791131,0718+792
0723+219,J072614.2+215320,0723+219
0701+872,                ,0701+872
0722+415,                ,0722+415
0723+067,J072636.3+063642,0723+067
0722+615,                ,0722+615
0725-381,                ,0725-381
0723+488,J072703.1+484410,0723+488
0710+858,                ,0710+858
0716+824,                ,0716+824
0723+679,J072810.8+674847,0723+679
0725+219,J072820.6+215306,0725+219
0726-224,J072829.7-223136,0726-224
0724+571,J072849.6+570124,0724+571
0727-365,J072905.4-363945,0727-365
0726-132,J072917.8-132002,0726-132
0727-253,                ,0727-253
0728-345,J072957.3-343919,0728-345
0727-184,                ,0727-184
0727-115,J073019.1-114112,0727-115
0727-025,J073025.8-024124,0727-025
0728-054,J073028.4-053546,0728-054
0728-320,J073038.2-320820,0728-320
0727+409,J073051.3+404950,0727+409
0728-235,J073106.6-234147,0728-235
0726+674,                ,0726+674
0729-222,J073131.5-222420,0729-222
0728+249,J073133.7+245158,0728+249
0728+281,                ,0728+281
0729+146,J073158.9+143336,0729+146
0729+019,J073222.7+015035,0729+019
0731-465,                ,0731-465
0730-034,                ,0730-034
0729+259,J073256.2+254838,0729+259
0729+562,                ,0729+562
0730+353,                ,0730+353
0730+504,J073352.5+502209,0730+504
0731+050,J073357.4+045614,0731+050
0727+770,                ,0727+770
0736-770,                ,0736-770
0731+479,J073502.3+475008,0731+479
0733-18B,                ,0733-18B
0733-174,J073545.8-173548,0733-174
0731+595,                ,0731+595
0733-22A,                ,0733-22A
0733+016,J073558.6+013003,0733+016
0732+237,                ,0732+237
0733-187,J073602.3-185309,0733-187
0733+300,J073613.6+295422,0733+300
0733+287,                ,0733+287
0734-044,J073633.6-043311,0734-044
0733+261,J073658.0+260449,0733+261
0734-072,J073707.1-072038,0734-072
0734-154,                ,0734-154
UG03927 ,J073730.0+594103,0733+597
0734+269,                ,0734+269
0736-397,                ,0736-397
0733+646,J073758.9+643043,0733+646
0735+178,J073807.3+174218,0735+178
0736-332,J073816.9-332212,0736-332
0738-674,J073856.4-673550,0738-674
0736-063,J073857.1-062658,0736-063
0732+755,J073913.1+752747,0732+755
0736+017,J073918.0+013704,0736+017
0737-242,                ,0737-242
0735+632,                ,0735+632
0736+445,                ,0736+445
0738-246,J074014.7-244436,0738-246
0738-347,                ,0738-347
0737+289,J074033.5+285247,0737+289
0735+674,J074053.3+671908,0735+674
0738+313,J074110.7+311200,0738+313
0738+272,J074125.7+270645,0738+272
0738+260,                ,0738+260
0739-266,J074155.6-264730,0739-266
0738+491,J074202.7+490015,0738+491
0739+423,                ,0739+423
0739+39A,                ,0739+39A
0738+548,J074239.7+544424,0738+548
0740-383,J074242.0-382903,0740-383
0734+805,                ,0734+805
0740+173,J074305.1+171424,0740+173
0734+80A,                ,0734+80A
0739+398,J074309.8+394130,0739+398
0742-562,                ,0742-562
0743-673,J074331.6-672625,0743-673
0741-444,                ,0741-444
0741-182,                ,0741-182
0741-379,J074344.8-380356,0741-379
0740+235,J074344.9+232839,0740+235
0741-045,J074352.4-044020,0741-045
0744-691,J074420.3-691907,0744-691
0741-063,J074421.6-062935,0741-063
0741+214,J074447.2+212000,0741+214
0741+294,                ,0741+294
0742+263,                ,0742+263
0743-247,                ,0743-247
0742+103,J074533.0+101112,0742+103
0742+318,J074541.6+314256,0742+318
0743-006,J074554.0-004417,0743-006
0742+333,J074559.3+331334,0742+333
0743+182,                ,0743+182
0744-158,J074618.2-155534,0744-158
0743+259,J074625.8+254902,0743+259
0743+277,J074640.4+273459,0743+277
0740+767,J074714.6+763917,0740+767
0745-307,                ,0745-307
0745-330,J074719.6-331046,0745-330
0744+366,                ,0744+366
0743+558,                ,0743+558
0745-291,J074741.8-291902,0745-291
0745-165,J074803.0-163950,0745-165
0745+302,                ,0745+302
0746-528,                ,0746-528
0736+837,                ,0736+837
0745+241,J074836.1+240024,0745+241
0746-167,J074848.6-165027,0746-167
0743+744,J074922.4+742041,0743+744
0746+110,J074927.3+105733,0746+110
0745+579,                ,0745+579
0747+185,J075000.3+182311,0747+185
0746+503,J075008.3+501506,0746+503
0747+314,                ,0747+314
0748-378,                ,0748-378
0746+483,J075020.4+481453,0746+483
0747+104,                ,0747+104
0747+194,                ,0747+194
0742+792,J075043.2+790917,0742+792
0748-069,J075047.1-070604,0748-069
0748+126,J075052.0+123104,0748+126
0740+828,J075057.7+824158,0740+828
0748+019,J075102.2+015215,0748+019
0749-333,J075105.4-333135,0749-333
0748-006,J075110.2-004651,0748-006
0748+270,                ,0748+270
0748+413,                ,0748+413
0746+688,J075145.9+684026,0746+688
0748+333,J075153.6+331319,0748+333
0748+582,                ,0748+582
0747+613,                ,0747+613
0750-395,                ,0750-395
0749+376,J075240.9+373024,0749+376
0749+540,J075301.3+535259,0749+540
0749+426,J075303.3+423130,0749+426
0750+218,                ,0750+218
0750+535,                ,0750+535
0752-116,J075426.4-114716,0752-116
0751+393,                ,0751+393
0752-385,                ,0752-385
0749+718,                ,0749+718
0751+485,J075445.6+482350,0751+485
0751+306,                ,0751+306
0750+633,                ,0750+633
0753-425,                ,0753-425
0752+258,                ,0752+258
0753+373,                ,0753+373
0754-155,J075650.6-154205,0754-155
0752+639,J075654.6+634759,0752+639
0753+519,J075659.5+515100,0753+519
0753+369,                ,0753+369
0754+100,J075706.6+095634,0754+100
0758-737,                ,0758-737
0754+256,                ,0754+256
0753+613,                ,0753+613
0755+117,J075807.6+113646,0755+117
0755+085,                ,0755+085
NGC2484 ,J075828.1+374711,0755+379
0756-193,                ,0756-193
0756+303,                ,0756+303
0758-229,J080012.7-230250,0758-229
0753+772,                ,0753+772
0758-398,J080024.2-395917,0758-398
0756+490,                ,0756+490
0758+120,                ,0758+120
0757+441,J080108.2+440110,0757+441
0759-344,                ,0759-344
0759-334,J080125.9-333619,0759-334
0757+477,                ,0757+477
0759-283,J080146.4-283106,0759-283
0758+594,J080224.5+592134,0758+594
0800-380,                ,0800-380
0755+764,                ,0755+764
0759+252,J080241.5+250910,0759+252
0759+183,J080248.0+180949,0759+183
0801-079,J080339.3-080521,0801-079
0759+641,J080352.1+640314,0759+641
0801+044,J080356.4+042102,0801+044
0801+103,                ,0801+103
0802-170,J080433.7-171204,0802-170
0802-276,J080451.4-274911,0802-276
0802+115,J080508.5+112157,0802+115
0802-010,J080512.8-011113,0802-010
0800+618,J080518.1+614423,0800+618
0802+212,J080538.5+210651,0802+212
0803-047,                ,0803-047
0804-267,J080612.7-265233,0804-267
0804-172,J080624.9-172444,0804-172
0800+760,                ,0800+760
0802+596,                ,0802+596
0757+815,                ,0757+815
0804-290,J080633.4-291134,0804-290
0803+452,J080633.4+450432,0803+452
0806-710,J080634.0-711215,0806-710
0759+779,                ,0759+779
0804-351,J080644.7-351941,0804-351
0805-608,                ,0805-608
0803+514,J080701.0+511738,0803+514
0804-153,J080705.3-153125,0804-153
0804-055,J080709.6-054113,0804-055
0800+789,                ,0800+789
0805-119,J080735.9-120743,0805-119
0804+140,J080738.5+135217,0804+140
0806-483,                ,0806-483
0805+072,                ,0805+072
0805+046,J080757.5+043234,0805+046
0805-077,J080815.5-075109,0805-077
0802+733,J080816.4+731511,0802+733
0805+269,J080836.7+264636,0805+269
0804+499,J080839.6+495036,0804+499
0805+410,J080856.6+405244,0805+410
0806-153,J080907.3-153246,0806-153
0806+315,                ,0806+315
0747+871,                ,0747+871
0806+350,                ,0806+350
0805+538,                ,0805+538
0806+524,J080949.1+521858,0806+524
0807+103,J081026.4+101040,0807+103
0807+437,                ,0807+437
0807+083,                ,0807+083
0808-132,                ,0808-132
0807+417,J081058.9+413402,0807+417
0806+573,J081100.6+571412,0806+573
0807+457,                ,0807+457
0809-493,J081108.8-492943,0809-493
0807+576,                ,0807+576
0808+019,J081126.7+014652,0808+019
0808+432,                ,0808+432
0810-180,J081228.5-181042,0810-180
0811-477,                ,0811-477
0809+255,                ,0809+255
0808+589,                ,0808+589
0810+258,J081303.8+254211,0810+258
0809+483,                ,0809+483
0807+764,                ,0807+764
0810+247,J081347.1+243559,0810+247
0811-179,J081407.9-180626,0811-179
0810+327,                ,0810+327
0810+563,                ,0810+563
0810+646,                ,0810+646
0811+131,                ,0811+131
0812-252,J081455.1-252143,0812-252
0812+020,J081522.9+015459,0812+020
0812+367,J081525.9+363515,0812+367
0812+100,J081529.4+095440,0812+100
0812+578,                ,0812+578
0814-241,J081640.4-242106,0814-241
0814+201,                ,0814+201
0814+240,J081710.5+235223,0814+240
0814-029,J081727.4-030737,0814-029
0814+326,J081728.5+322702,0814+326
0813+557,J081741.0+553733,0813+557
0815-094,J081749.7-093330,0815-094
0815-294,J081758.8-293631,0815-294
0813+613,                ,0813+613
0814+425,J081815.9+422245,0814+425
0814+480,                ,0814+480
0816+054,J081856.2+051737,0816+054
0815+385,                ,0815+385
0815+326,J081902.3+322637,0815+326
0812+757,                ,0812+757
0816+279,J081918.8+274730,0816+279
0810+812,                ,0810+812
0817-063,J081936.6-063048,0817-063
0813+758,                ,0813+758
0816+565,                ,0816+565
0817+368,                ,0817+368
0818-128,J082057.4-125859,0818-128
0818+312,                ,0818+312
0804+863,                ,0804+863
0820-578,J082120.5-580018,0820-578
0817+472,                ,0817+472
0819-032,J082140.0-032312,0819-032
0818+291,                ,0818+291
0819+408,J082257.5+404149,0819+408
0820+225,J082324.7+222303,0820+225
0820+296,J082341.1+292828,0820+296
0821-094,J082352.0-093925,0821-094
0820+417,                ,0820+417
0821-182,J082404.0-182740,0821-182
0821+248,J082433.0+243843,0821+248
0821+411,                ,0821+411
0820+560,J082447.2+555242,0820+560
0822-243,J082449.2-242852,0822-243
0822-152,J082451.6-152745,0822-152
0821+394,J082455.4+391641,0821+394
0822+086,J082504.7+083111,0822+086
0822+137,J082511.8+133232,0822+137
0823-500,J082526.8-501038,0823-500
0821+621,J082538.6+615728,0821+621
0822+272,                ,0822+272
0823+033,J082550.3+030924,0823+033
0819+770,                ,0819+770
0823-321,J082551.3-321823,0823-321
0823-223,J082601.5-223027,0823-223
0824+131,                ,0824+131
0824+110,                ,0824+110
0824+355,J082738.5+352505,0824+355
0824+524,J082753.6+521758,0824+524
0826-373,J082804.7-373106,0826-373
0825+295,                ,0825+295
0824+509,                ,0824+509
0826-160,                ,0826-160
0826+180,J082904.8+175415,0826+180
0826+404,                ,0826+404
0818+845,                ,0818+845
0828-064,                ,0828-064
0827+243,J083052.0+241059,0827+243
0828+065,                ,0828+065
0828+076,                ,0828+076
0828-222,J083109.1-222826,0828-222
0827+378,                ,0827+378
0828+266,                ,0828+266
0828+463,                ,0828+463
0829+046,J083148.8+042939,0829+046
0829+089,                ,0829+089
0829+140,                ,0829+140
0829+187,J083216.0+183212,0829+187
0828+493,J083223.2+491321,0828+493
0829+185,                ,0829+185
0824+802,                ,0824+802
0829+108,J083238.4+104019,0829+108
0830+160,J083249.3+155408,0830+160
0830+115,J083314.3+112336,0830+115
0830+040,J083318.9+035032,0830+040
VELA-G  ,J083322.3-444138,0831-445
0829+575,                ,0829+575
0830+425,J083353.8+422401,0830+425
0831+146,                ,0831+146
0830+605,J083417.5+601947,0830+605
0832-093,                ,0832-093
0832-225,                ,0832-225
0831+557,J083454.9+553421,0831+557
0831+442,                ,0831+442
0824+840,                ,0824+840
0833-168,                ,0833-168
0833-450,J083520.6-451035,0833-450
0834-597,                ,0834-597
0830+687,                ,0830+687
0833+010,                ,0833+010
0833+218,J083616.2+213903,0833+218
0833+276,J083622.8+272852,0833+276
0833+416,J083636.8+412554,0833+416
0833+441,                ,0833+441
0834-201,J083639.2-201659,0834-201
0833+240,                ,0833+240
0834-223,J083650.7-223310,0834-223
0835-339,J083700.3-340914,0835-339
0833+585,J083722.4+582501,0833+585
0834+252,                ,0834+252
0834+250,J083740.2+245423,0834+250
0834+477,                ,0834+477
0836-384,                ,0836-384
0825+849,                ,0825+849
0836+202,                ,0836+202
0836+290,J083915.8+285038,0836+290
0836+182,J083930.7+180247,0836+182
0837+035,J083949.1+031953,0837+035
0837+012,J083949.6+010426,0837+012
0836+432,                ,0836+432
0836+426,J083956.5+422755,0836+426
0838+133,J084047.5+131223,0838+133
0838-090,                ,0838-090
0837+283,                ,0837+283
0837+448,                ,0837+448
4C+32.26,                ,0838+325
0836+710,J084124.3+705342,0836+710
0842-754,J084127.0-754027,0842-754
0839-314,J084132.6-313635,0839-314
0838+235,                ,0838+235
0839+187,J084205.0+183540,0839+187
0838+456,                ,0838+456
0841-607,                ,0841-607
0839+458,J084307.0+453742,0839+458
0840+424,J084331.6+421529,0840+424
0839+687,J084349.1+683317,0839+687
0841+386,J084429.0+383055,0841+386
0842-375,J084452.3-374209,0842-375
0843-547,                ,0843-547
0843-336,                ,0843-336
0844-652,                ,0844-652
0842+048,J084517.1+043947,0842+048
0843-371,J084542.4-371854,0843-371
0844-557,                ,0844-557
0843-259,J084600.7-261054,0843-259
0844-342,J084610.8-342433,0844-342
0844-391,                ,0844-391
0844+068,                ,0844+068
0846+184,                ,0846+184
0844-259,J084656.6-260750,0844-259
0844-177,J084711.1-175450,0844-177
0844+387,J084715.1+383110,0844+387
0843+575,J084728.0+572338,0843+575
0844+463,J084734.2+460928,0844+463
0845-068,J084756.7-070316,0845-068
0845-051,J084758.7-052033,0845-051
0841+786,                ,0841+786
0848-588,                ,0848-588
0847-354,J084945.6-354101,0847-354
0846+513,J084957.9+510829,0846+513
0846+407,                ,0846+407
0847-120,J085009.6-121335,0847-120
0847-049,                ,0847-049
0847+379,J085024.7+374709,0847+379
0848-304,                ,0848-304
0847+521,                ,0847+521
0848+089,J085128.4+084515,0848+089
0847+556,                ,0847+556
0848+489,                ,0848+489
0850-522,                ,0850-522
0850-545,                ,0850-545
0849+287,J085205.1+283359,0849+287
0845+788,                ,0845+788
0850-152,J085230.8-152808,0850-152
0851-577,                ,0851-577
0851-382,                ,0851-382
0850-016,                ,0850-016
0850+284,                ,0850+284
0848+686,                ,0848+686
0851-398,                ,0851-398
0849+675,                ,0849+675
0851+071,J085348.1+065447,0851+071
0850+443,                ,0850+443
0852-254,J085432.1-254020,0852-254
0851+075,J085435.0+072024,0851+075
0850+581,J085441.9+575729,0850+581
0847+807,J085448.5+803422,0847+807
OJ287   ,J085448.8+200630,0851+202
0850+625,J085450.5+621850,0850+625
0855-716,J085511.7-714906,0855-716
0851+580,                ,0851+580
0853+211,                ,0853+211
0854-108,J085641.8-110514,0854-108
0851+719,J085654.8+714623,0851+719
0854+178,                ,0854+178
0854+213,J085657.2+211143,0854+213
0854-034,                ,0854-034
0853+586,                ,0853+586
0854+282,                ,0854+282
0854+156,                ,0854+156
0855+133,                ,0855+133
0855-196,J085805.3-195036,0855-196
0855+127,                ,0855+127
0853+752,                ,0853+752
0855+143,                ,0855+143
0855+142,J085841.6+140540,0855+142
0857-329,J085920.8-330924,0857-329
0857+413,J090021.4+410822,0857+413
0857+336,                ,0857+336
0858-125,J090039.7-124232,0858-125
0858-279,J090040.0-280820,0858-279
0858-313,J090044.2-313128,0858-313
0858+050,J090111.8+044858,0858+050
0854+783,                ,0854+783
0859-068,                ,0859-068
0859-062,                ,0859-062
0859-140,J090216.8-141530,0859-140
0858+542,J090219.2+540257,0858+542
0859+433,J090230.9+431014,0859+433
0900-171,J090300.0-172105,0900-171
0859+470,J090303.9+465104,0859+470
0901-310,J090337.9-311739,0901-310
0859+681,J090353.1+675722,0859+681
0900+259,                ,0900+259
0900+520,J090358.5+515100,0900+520
0900+428,J090415.6+423804,0900+428
0902-309,J090420.5-311125,0902-309
0901+330,                ,0901+330
0901+476,                ,0901+476
0902-350,                ,0902-350
0901+237,                ,0901+237
0902-256,J090452.1-255251,0902-256
0903-573,J090453.1-573505,0903-573
0901+276,                ,0901+276
0902+280,                ,0902+280
0902+210,                ,0902+210
0902+490,J090527.4+485049,0902+490
0902+343,                ,0902+343
0902+290,J090541.7+284928,0902+290
0903+031,                ,0903+031
0903-392,                ,0903-392
0903+198,                ,0903+198
0902+468,J090615.5+463619,0902+468
0903+154,                ,0903+154
0901+697,                ,0901+697
0904-201,J090651.3-201954,0904-201
0903+500,                ,0903+500
0903+669,                ,0903+669
0904+371,                ,0904+371
0903+684,J090752.9+681544,0903+684
0905-202,J090754.0-202649,0905-202
0906-315,                ,0906-315
0905+420,J090835.8+415046,0905+420
0906-474,                ,0906-474
0858+839,                ,0858+839
0906+163,J090855.9+160954,0906+163
0906+015,J090910.0+012135,0906+015
0906+087,J090912.1+083541,0906+087
0906-048,J090917.0-050052,0906-048
0905+524,                ,0905+524
0907-125,                ,0907-125
0907-091,                ,0907-091
0906+430,J090933.4+425346,0906+430
0906+196,                ,0906+196
0907+022,J090939.8+020005,0907+022
0906+480,                ,0906+480
